Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count,road_speed_kmph,risk_norm,Emergency_Service_bin,Ambulance_Availability_bin,Doctor_Shortage_Flag_bin,Underserved_Area_Flag_bin,need_score,Latitude_orig,Longitude_orig
V07890,Village_8016,Bhagalpur,Bihar,25.27324316987286,87.30307244665454,4753,2289,2464,510,1439,Bhagalpur_Medical_Center,PHC,5,27,220,No,17.17,71.11,Good,Yes,81,Low,No,No,3714,40.0,0.2,0,1,0,0,0.1724,20.660746,80.160907
V07891,Village_2925,Prayagraj,Uttar Pradesh,25.20292427165875,82.06702915071301,5452,2682,2770,319,1672,Prayagraj_Health_Center,PHC,9,65,54,No,7.45,26.13,Average,Yes,97,Low,No,No,2470,25.0,0.2,0,1,0,0,0.1363,24.159221,86.132341
V07892,Village_2231,Nashik,Maharashtra,19.945096107616937,73.82106630078681,12677,6191,6486,703,3280,Nashik_Care_Center,PHC,2,3,61,Yes,11.47,51.77,Poor,Yes,80,Low,Yes,No,4549,12.0,0.2,1,1,1,0,0.3103,23.881087,85.44838
V07893,Village_2042,Jaipur,Rajasthan,27.240280680533434,75.48080053585278,22191,11065,11126,1445,6123,Jaipur_Medical_Center,PHC,30,28,269,No,50.61,173.71,Average,No,49,Medium,No,No,1261,25.0,0.5,0,0,0,0,0.6552,24.451034,86.557154
V07894,Village_6239,Gaya,Bihar,24.829432528636225,84.87308030503053,6950,3536,3414,523,2023,Gaya_Health_Center,District Hospital,15,55,180,Yes,11.26,38.7,Average,No,100,Low,No,No,4883,25.0,0.2,1,0,0,0,0.1528,25.344825,72.969349
V07895,Village_7158,Varanasi,Uttar Pradesh,25.469517218955335,82.97616171572284,13989,7037,6952,812,4625,Varanasi_Care_Center,District Hospital,40,22,260,No,8.06,17.42,Poor,Yes,100,Low,No,No,4394,12.0,0.2,0,1,0,0,0.2726,21.421885,85.120787
V07896,Village_9847,Kanpur,Uttar Pradesh,26.861604149983812,80.04348964931269,18042,8863,9179,1676,6121,Kanpur_Medical_Center,CHC,10,19,139,No,10.98,52.6,Good,No,92,Low,No,No,1567,40.0,0.2,0,0,0,0,0.3656,24.178679,77.179118
V07897,Village_7313,Aurangabad,Maharashtra,20.182608175744402,75.47370122318051,1563,785,778,135,367,Aurangabad_Care_Center,PHC,10,70,294,No,46.25,111.98,Poor,Yes,50,Medium,No,No,4503,12.0,0.5,0,1,0,0,0.3011,23.023169,76.871377
V07898,Village_3567,Muzaffarpur,Bihar,26.108619316615215,85.07455265468654,11939,5856,6083,1057,3257,Muzaffarpur_Care_Center,PHC,27,53,96,No,23.84,53.09,Average,No,94,Low,No,No,195,25.0,0.2,0,0,0,0,0.2557,19.584394,72.380758
V07899,Village_2593,Muzaffarpur,Bihar,26.12624565085073,85.33932068194555,16920,8666,8254,1154,3220,Muzaffarpur_Health_Center,CHC,13,25,191,No,4.93,18.16,Poor,No,100,Low,No,No,1065,12.0,0.2,0,0,0,0,0.3225,21.679255,77.804779
V07900,Village_4743,Pune,Maharashtra,18.06824002964261,74.6736404469919,18657,9295,9362,1201,3500,Pune_Medical_Center,District Hospital,14,6,61,Yes,43.03,99.73,Average,No,49,Medium,No,No,4133,25.0,0.5,1,0,0,0,0.595,26.378837,77.335858
V07901,Village_4970,Gaya,Bihar,24.540655562378713,84.94818398435348,21427,10925,10502,1496,7471,Gaya_Care_Center,District Hospital,11,28,261,No,42.16,169.01,Good,Yes,39,High,No,Yes,2807,40.0,1.0,0,1,0,1,0.8222,24.703653,81.464368
V07902,Village_8283,Udaipur,Rajasthan,24.677100796742796,73.39388745303329,3441,1734,1707,385,1052,Udaipur_Health_Center,CHC,35,34,296,Yes,45.13,97.09,Poor,No,80,Low,No,No,759,12.0,0.2,1,0,0,0,0.153,21.759639,76.465096
V07903,Village_6840,Lucknow,Uttar Pradesh,27.03239187409219,80.72498098620727,7841,4010,3831,852,2098,Lucknow_Health_Center,District Hospital,11,16,109,No,5.89,17.47,Good,Yes,100,Low,No,No,1530,40.0,0.2,0,1,0,0,0.1679,23.410721,86.517542
V07904,Village_9867,Bhagalpur,Bihar,25.125936328071234,87.02329113040487,5929,3002,2927,448,1386,Bhagalpur_Health_Center,District Hospital,25,64,9,Yes,19.86,61.59,Poor,No,90,Low,No,No,538,12.0,0.2,1,0,0,0,0.1654,21.86949,87.774844
V07905,Village_4252,Nashik,Maharashtra,20.259849304437306,73.82026204560923,15176,7477,7699,1264,4982,Nashik_Medical_Center,PHC,31,48,119,Yes,8.09,36.89,Good,No,100,Low,No,No,647,40.0,0.2,1,0,0,0,0.2928,26.495043,77.307587
V07906,Village_3338,Kanpur,Uttar Pradesh,26.09803218649063,80.04652431410177,2914,1491,1423,235,845,Kanpur_Care_Center,District Hospital,12,63,74,Yes,26.15,83.37,Poor,Yes,68,Medium,No,No,2055,12.0,0.5,1,1,0,0,0.2701,19.60407,87.932862
V07907,Village_9361,Nashik,Maharashtra,20.054382312009288,73.52164861017695,16067,7808,8259,1832,3121,Nashik_Medical_Center,PHC,5,49,155,Yes,6.93,14.73,Average,Yes,100,Low,No,No,2304,25.0,0.2,1,1,0,0,0.308,22.865675,87.047689
V07908,Village_5137,Indore,Madhya Pradesh,22.66180080917049,76.16007994790465,6040,3120,2920,590,1604,Indore_Medical_Center,CHC,9,2,171,Yes,45.74,193.06,Poor,No,23,High,No,Yes,3488,12.0,1.0,1,0,0,1,0.6083,23.93763,84.145736
V07909,Village_2172,Gaya,Bihar,24.699525288686218,84.94659002355752,11282,5547,5735,1055,3582,Gaya_Care_Center,District Hospital,29,38,96,No,17.57,71.02,Good,No,98,Low,No,No,3790,40.0,0.2,0,0,0,0,0.2325,25.231475,87.474521
V07910,Village_5998,Nashik,Maharashtra,19.943613153425815,73.66912464002037,14453,7140,7313,1698,2848,Nashik_Medical_Center,PHC,16,67,247,No,40.15,174.14,Good,No,44,High,No,No,2553,40.0,1.0,0,0,0,0,0.6885,19.878135,87.578539
V07911,Village_2829,Aurangabad,Maharashtra,19.973786562196427,75.39038643902019,22690,11594,11096,1812,5611,Aurangabad_Health_Center,PHC,33,19,186,Yes,9.13,41.4,Average,Yes,100,Low,No,No,3162,25.0,0.2,1,1,0,0,0.4207,25.206383,87.970795
V07912,Village_9414,Muzaffarpur,Bihar,26.185213005793123,85.12702647158551,19188,9546,9642,1341,3676,Muzaffarpur_Health_Center,CHC,18,26,74,No,39.41,139.4,Poor,No,47,Medium,No,No,1467,12.0,0.5,0,0,0,0,0.6101,25.815374,85.037112
V07913,Village_9811,Indore,Madhya Pradesh,22.578596713563496,75.84004183997047,15263,7445,7818,1337,4536,Indore_Medical_Center,PHC,6,19,195,No,56.21,127.06,Average,No,27,High,No,Yes,2698,25.0,1.0,0,0,0,1,0.7533,23.65524,81.527203
V07914,Village_7795,Jabalpur,Madhya Pradesh,23.236966954464453,80.31318767039245,3343,1650,1693,392,1134,Jabalpur_Care_Center,PHC,37,43,43,Yes,41.12,137.54,Poor,Yes,63,Medium,No,No,3134,12.0,0.5,1,1,0,0,0.2924,21.997235,72.850798
V07915,Village_5909,Kota,Rajasthan,25.377255061793058,76.18574604916802,4510,2180,2330,303,963,Kota_Health_Center,PHC,30,57,146,Yes,20.2,68.21,Good,No,100,Low,No,No,2107,40.0,0.2,1,0,0,0,0.1112,24.137992,87.803058
V07916,Village_9406,Kanpur,Uttar Pradesh,26.26973835961045,80.50789553509611,16476,8031,8445,1305,5048,Kanpur_Health_Center,CHC,39,35,286,No,1.02,3.99,Average,Yes,100,Low,No,No,3170,25.0,0.2,0,1,0,0,0.3149,23.510432,81.372714
V07917,Village_1661,Lucknow,Uttar Pradesh,26.840264261608358,80.981975649035,9190,4595,4595,769,2981,Lucknow_Care_Center,District Hospital,23,3,54,No,21.2,51.44,Poor,No,91,Low,No,No,3442,12.0,0.2,0,0,0,0,0.2179,23.23678,74.176541
V07918,Village_3392,Muzaffarpur,Bihar,26.154361994802148,85.40836302955375,7409,3656,3753,569,1378,Muzaffarpur_Care_Center,CHC,7,4,200,No,6.99,27.72,Good,Yes,100,Low,No,No,3384,40.0,0.2,0,1,0,0,0.1606,25.85321,80.388711
V07919,Village_4404,Pune,Maharashtra,17.95063125727572,74.90099402428369,19349,9985,9364,2125,4573,Pune_Health_Center,PHC,5,6,22,Yes,12.46,31.49,Average,No,85,Low,No,No,1427,25.0,0.2,1,0,0,0,0.4088,19.273689,84.778067
V07920,Village_5304,Udaipur,Rajasthan,24.445377949846698,73.33055485285807,24252,11919,12333,1213,6660,Udaipur_Care_Center,District Hospital,21,65,33,Yes,52.82,250.73,Poor,Yes,10,High,No,Yes,3781,12.0,1.0,1,1,0,1,0.9573,18.559286,80.845289
V07921,Village_9516,Kota,Rajasthan,24.963147105487614,76.0566583373403,22107,10777,11330,1117,5360,Kota_Medical_Center,PHC,24,3,140,Yes,37.09,109.4,Good,Yes,66,Medium,No,No,1339,40.0,0.5,1,1,0,0,0.6028,23.113769,78.571812
V07922,Village_8954,Kanpur,Uttar Pradesh,26.497799595981693,80.23361249721616,24148,12492,11656,1725,4700,Kanpur_Health_Center,CHC,9,36,208,Yes,10.22,32.05,Poor,Yes,100,Low,No,No,3999,12.0,0.2,1,1,0,0,0.4455,25.331268,84.663439
V07923,Village_3822,Indore,Madhya Pradesh,22.967275204566402,75.6508575813292,15989,8132,7857,1785,5344,Indore_Medical_Center,CHC,27,52,94,No,48.23,199.44,Good,Yes,33,High,No,Yes,524,40.0,1.0,0,1,0,1,0.7476,19.418139,74.895814
V07924,Village_8361,Udaipur,Rajasthan,24.55491233743571,73.94082443017678,20505,10592,9913,2425,6704,Udaipur_Medical_Center,PHC,39,40,283,Yes,51.42,104.18,Average,No,75,Low,No,No,3840,25.0,0.2,1,0,0,0,0.4585,19.497663,76.041903
V07925,Village_6789,Muzaffarpur,Bihar,26.322582253658158,85.50628725535027,6152,2956,3196,313,1462,Muzaffarpur_Care_Center,PHC,3,27,294,No,22.1,66.4,Poor,Yes,79,Low,Yes,No,3156,12.0,0.2,0,1,1,0,0.2022,23.74588,86.897333
V07926,Village_2043,Nagpur,Maharashtra,21.01869446315307,79.62204075068581,14348,7447,6901,949,4166,Nagpur_Care_Center,PHC,12,13,39,Yes,15.26,65.57,Poor,No,82,Low,No,No,3836,12.0,0.2,1,0,0,0,0.3327,25.413759,86.117861
V07927,Village_9559,Nashik,Maharashtra,20.41537470375443,74.08953056082028,14861,7565,7296,1285,3245,Nashik_Medical_Center,PHC,35,56,274,Yes,51.09,129.93,Poor,Yes,65,Medium,No,No,1348,12.0,0.5,1,1,0,0,0.4824,21.802611,74.227188
V07928,Village_7990,Indore,Madhya Pradesh,22.846708846171477,75.7071032539583,18618,9027,9591,1676,5229,Indore_Medical_Center,District Hospital,23,56,232,Yes,3.27,13.09,Poor,Yes,100,Low,No,No,2530,12.0,0.2,1,1,0,0,0.3514,20.506804,73.253354
V07929,Village_7684,Nashik,Maharashtra,19.804035930003415,73.76488942409122,9543,4598,4945,1088,1929,Nashik_Medical_Center,PHC,22,28,152,Yes,26.46,129.74,Average,Yes,70,Medium,No,No,3897,25.0,0.5,1,1,0,0,0.3769,23.484417,82.031429
V07930,Village_6174,Gwalior,Madhya Pradesh,25.992842639635608,77.72333958751399,5411,2675,2736,463,1607,Gwalior_Health_Center,District Hospital,34,47,185,No,59.04,264.54,Poor,Yes,18,High,No,Yes,2473,12.0,1.0,0,1,0,1,0.6126,19.089169,73.819964
V07931,Village_4002,Aurangabad,Maharashtra,20.17481010703915,75.25132672163332,19152,9724,9428,2170,5461,Aurangabad_Care_Center,District Hospital,32,30,117,No,17.88,53.17,Average,No,100,Low,No,No,4836,25.0,0.2,0,0,0,0,0.3605,25.291842,83.381891
V07932,Village_3813,Gaya,Bihar,24.51836509797176,84.4577062063811,8390,4098,4292,953,2208,Gaya_Medical_Center,PHC,28,25,290,No,28.06,83.15,Average,Yes,93,Low,No,No,256,25.0,0.2,0,1,0,0,0.1983,22.493891,75.108345
V07933,Village_9903,Gwalior,Madhya Pradesh,26.02183020261418,78.57241117081693,19039,9290,9749,2147,5862,Gwalior_Health_Center,CHC,21,65,274,No,16.84,51.7,Good,Yes,100,Low,No,No,4771,40.0,0.2,0,1,0,0,0.3585,20.543305,82.848975
V07934,Village_5256,Nashik,Maharashtra,20.72597638683078,74.29678989033758,21229,10859,10370,1672,5473,Nashik_Medical_Center,PHC,23,33,136,No,23.49,88.46,Poor,Yes,84,Low,No,No,267,12.0,0.2,0,1,0,0,0.4438,20.101164,87.626992
V07935,Village_6436,Muzaffarpur,Bihar,26.268530349558795,85.30104297681737,5533,2823,2710,651,1268,Muzaffarpur_Medical_Center,District Hospital,39,70,254,Yes,9.33,18.76,Good,No,100,Low,No,No,492,40.0,0.2,1,0,0,0,0.1286,25.464174,81.829542
V07936,Village_3722,Pune,Maharashtra,18.854334815687004,73.51631210392205,11370,5651,5719,884,2162,Pune_Medical_Center,District Hospital,11,41,249,Yes,34.81,123.85,Poor,No,57,Medium,No,No,541,12.0,0.5,1,0,0,0,0.447,21.548783,84.496147
V07937,Village_4311,Lucknow,Uttar Pradesh,26.965038553618605,80.63331497348997,16136,7927,8209,1067,3827,Lucknow_Care_Center,PHC,32,15,177,No,29.39,145.65,Poor,No,75,Low,No,No,659,12.0,0.2,0,0,0,0,0.3841,19.075537,87.36145
V07938,Village_1955,Bhopal,Madhya Pradesh,23.292970900386255,77.24449013050136,9780,4858,4922,950,1904,Bhopal_Medical_Center,CHC,34,16,131,No,18.15,41.46,Average,Yes,100,Low,No,No,3402,25.0,0.2,0,1,0,0,0.2009,21.386484,76.946102
V07939,Village_8437,Varanasi,Uttar Pradesh,25.394782714413395,82.94175204182515,5583,2857,2726,652,1627,Varanasi_Medical_Center,District Hospital,9,25,297,Yes,44.09,204.08,Average,Yes,28,High,No,Yes,4640,25.0,1.0,1,1,0,1,0.5855,18.171633,76.674692
V07940,Village_6006,Gaya,Bihar,24.768105422330372,85.14264670224783,4870,2379,2491,370,1290,Gaya_Medical_Center,District Hospital,24,15,153,No,28.72,119.43,Good,No,73,Medium,No,No,2136,40.0,0.5,0,0,0,0,0.2884,18.972867,86.529098
V07941,Village_7471,Jaipur,Rajasthan,27.262181679214727,76.0173270777989,16305,7936,8369,1664,4758,Jaipur_Health_Center,CHC,2,35,28,No,28.15,126.15,Average,No,43,High,Yes,No,3966,25.0,1.0,0,0,1,0,0.723,26.469442,85.358219
V07942,Village_4977,Varanasi,Uttar Pradesh,25.307543429171936,82.7298553181459,12639,6154,6485,770,4022,Varanasi_Medical_Center,PHC,1,7,209,No,28.48,82.29,Poor,Yes,62,Medium,Yes,No,1894,12.0,0.5,0,1,1,0,0.4536,24.632534,86.119547
V07943,Village_8158,Prayagraj,Uttar Pradesh,25.09492485649079,81.7631929901171,18613,9045,9568,2170,4220,Prayagraj_Care_Center,CHC,12,68,96,No,54.41,239.13,Average,No,10,High,No,Yes,1338,25.0,1.0,0,0,0,1,0.8613,23.534434,72.056843
V07944,Village_9268,Udaipur,Rajasthan,24.53192817961644,73.07762511006196,8266,4048,4218,788,2158,Udaipur_Care_Center,District Hospital,27,42,212,No,13.5,33.81,Average,No,100,Low,No,No,115,25.0,0.2,0,0,0,0,0.1752,23.079308,73.791137
V07945,Village_7444,Nashik,Maharashtra,20.11959943975933,73.38691426577799,9708,4977,4731,1056,3316,Nashik_Medical_Center,PHC,33,31,26,No,29.94,85.37,Average,Yes,83,Low,No,No,4996,25.0,0.2,0,1,0,0,0.2507,23.557589,86.120956
V07946,Village_2218,Gaya,Bihar,24.85961141646737,85.33434149066635,24772,12121,12651,2409,6497,Gaya_Medical_Center,District Hospital,26,65,178,No,56.2,274.81,Average,Yes,10,High,No,Yes,603,25.0,1.0,0,1,0,1,0.9661,25.14205,75.206322
V07947,Village_2461,Patna,Bihar,25.450754161198592,85.11068577257821,10609,5282,5327,757,2986,Patna_Health_Center,CHC,4,58,218,Yes,28.89,140.31,Average,No,50,Medium,Yes,No,2672,25.0,0.5,1,0,1,0,0.4551,20.630467,76.182702
V07948,Village_4610,Nashik,Maharashtra,20.221965507586926,74.20559033838082,8750,4388,4362,717,2894,Nashik_Care_Center,CHC,36,36,169,Yes,26.89,63.43,Average,No,100,Low,No,No,2781,25.0,0.2,1,0,0,0,0.1834,24.983526,72.170906
V07949,Village_6651,Varanasi,Uttar Pradesh,25.48298077535737,82.75562734660274,24346,11933,12413,1280,7703,Varanasi_Medical_Center,PHC,27,38,61,Yes,39.48,197.26,Average,Yes,41,High,No,No,3683,25.0,1.0,1,1,0,0,0.8659,20.955759,80.719314
V07950,Village_1319,Prayagraj,Uttar Pradesh,25.45542169489969,81.66734653733508,17625,8538,9087,1188,5994,Prayagraj_Care_Center,CHC,1,28,55,Yes,37.4,179.05,Good,No,21,High,Yes,Yes,2098,40.0,1.0,1,0,1,1,0.8115,18.689017,85.517283
V07951,Village_7977,Nashik,Maharashtra,19.968953041400482,73.54264749184082,9176,4576,4600,835,2762,Nashik_Care_Center,CHC,12,16,165,Yes,46.61,97.43,Poor,No,49,Medium,No,No,1012,12.0,0.5,1,0,0,0,0.4337,26.712011,82.982627
V07952,Village_5246,Gwalior,Madhya Pradesh,26.07956668439801,78.38139299406207,20524,10311,10213,1384,4233,Gwalior_Care_Center,CHC,15,46,233,Yes,56.72,247.61,Good,Yes,10,High,No,Yes,1215,40.0,1.0,1,1,0,1,0.8938,22.654703,86.866259
V07953,Village_9250,Gaya,Bihar,24.618071547729873,84.67930962050131,6629,3196,3433,432,1557,Gaya_Medical_Center,PHC,27,2,82,No,12.76,62.74,Good,No,100,Low,No,No,936,40.0,0.2,0,0,0,0,0.1473,26.141474,72.793225
V07954,Village_7744,Kota,Rajasthan,24.59729652543427,76.04175940754573,19051,9654,9397,1244,6386,Kota_Medical_Center,PHC,12,23,131,Yes,21.69,95.02,Good,Yes,73,Medium,No,No,3801,40.0,0.5,1,1,0,0,0.5298,24.941329,77.80397
V07955,Village_3563,Aurangabad,Maharashtra,20.451943832148967,75.17319518413227,3763,1893,1870,190,1059,Aurangabad_Health_Center,PHC,17,16,16,No,41.37,156.26,Average,Yes,37,High,No,Yes,1319,25.0,1.0,0,1,0,1,0.5275,26.290554,82.648188
V07956,Village_7645,Varanasi,Uttar Pradesh,25.337989557007305,82.83090473109205,21496,10619,10877,2331,5726,Varanasi_Medical_Center,CHC,7,18,111,Yes,39.53,82.2,Good,No,52,Medium,No,No,3465,40.0,0.5,1,0,0,0,0.6344,24.200208,84.919123
V07957,Village_1837,Kota,Rajasthan,24.659794329703583,75.96276152687662,2935,1519,1416,296,550,Kota_Health_Center,PHC,32,33,208,No,7.27,32.78,Average,No,100,Low,No,No,1283,25.0,0.2,0,0,0,0,0.0844,22.501272,81.641954
V07958,Village_5720,Udaipur,Rajasthan,24.332727915850906,73.58034936059609,17411,8753,8658,1900,4124,Udaipur_Health_Center,PHC,39,5,120,No,25.28,94.76,Poor,No,96,Low,No,No,2386,12.0,0.2,0,0,0,0,0.3428,19.638467,78.773069
V07959,Village_5948,Indore,Madhya Pradesh,22.701393418378316,75.76543392323693,3896,2000,1896,310,903,Indore_Health_Center,CHC,30,32,153,No,28.98,138.95,Poor,Yes,73,Medium,No,No,3860,12.0,0.5,0,1,0,0,0.2718,19.668443,81.287383
V07960,Village_3248,Muzaffarpur,Bihar,26.326112267201783,85.65732698829606,11700,5631,6069,963,3677,Muzaffarpur_Medical_Center,CHC,35,9,87,Yes,11.89,52.36,Good,Yes,100,Low,No,No,4488,40.0,0.2,1,1,0,0,0.2336,24.845413,80.793945
V07961,Village_5734,Patna,Bihar,25.48757540867491,84.77971687727852,14244,7012,7232,1625,2607,Patna_Medical_Center,District Hospital,13,28,60,No,32.06,123.69,Average,No,53,Medium,No,No,4880,25.0,0.5,0,0,0,0,0.5079,19.21581,83.163362
V07962,Village_7172,Kanpur,Uttar Pradesh,26.297603549634456,80.33617135070627,20950,10696,10254,2419,6802,Kanpur_Medical_Center,District Hospital,13,37,64,Yes,52.26,229.82,Average,Yes,10,High,No,Yes,4917,25.0,1.0,1,1,0,1,0.9011,25.731107,75.689675
V07963,Village_2701,Kota,Rajasthan,24.84658655331355,76.22506461927014,11902,5840,6062,1074,3050,Kota_Medical_Center,District Hospital,37,45,14,Yes,7.21,30.86,Poor,Yes,100,Low,No,No,3271,12.0,0.2,1,1,0,0,0.2371,25.922649,84.250513
V07964,Village_8131,Gwalior,Madhya Pradesh,26.035732177639854,78.1035446692925,4695,2397,2298,270,1302,Gwalior_Health_Center,PHC,29,42,211,Yes,39.64,146.44,Poor,Yes,63,Medium,No,No,315,12.0,0.5,1,1,0,0,0.3154,19.958635,86.618185
V07965,Village_9125,Bhagalpur,Bihar,25.29146769538172,87.27824484524207,6596,3180,3416,548,2097,Bhagalpur_Medical_Center,District Hospital,4,33,34,No,56.83,117.04,Good,Yes,19,High,Yes,Yes,2611,40.0,1.0,0,1,1,1,0.6297,25.517917,83.523904
V07966,Village_3804,Bhagalpur,Bihar,25.11986375880305,86.81336386704056,11776,6111,5665,621,3202,Bhagalpur_Care_Center,District Hospital,36,42,56,Yes,5.88,18.45,Poor,Yes,100,Low,No,No,615,12.0,0.2,1,1,0,0,0.2349,26.517361,86.732891
V07967,Village_9325,Varanasi,Uttar Pradesh,25.458873036330704,82.78772135831638,22689,11428,11261,2055,4831,Varanasi_Health_Center,District Hospital,14,70,183,Yes,35.51,84.59,Poor,No,66,Medium,No,No,4633,12.0,0.5,1,0,0,0,0.6127,26.678111,80.550746
V07968,Village_4489,Nagpur,Maharashtra,21.472682043032798,78.64936536748351,18540,9085,9455,1284,5198,Nagpur_Health_Center,PHC,7,51,215,No,12.76,30.2,Good,No,97,Low,No,No,1546,40.0,0.2,0,0,0,0,0.3591,22.083166,83.861108
V07969,Village_8177,Pune,Maharashtra,18.996249522677076,73.88072708296394,4901,2511,2390,450,1596,Pune_Care_Center,District Hospital,40,17,34,Yes,23.83,71.17,Average,Yes,100,Low,No,No,2860,25.0,0.2,1,1,0,0,0.1179,20.470763,84.306972
V07970,Village_4387,Jaipur,Rajasthan,26.674345908092803,75.59850307488753,6233,3047,3186,712,1893,Jaipur_Health_Center,CHC,12,22,36,Yes,48.4,210.75,Poor,Yes,12,High,No,Yes,3612,12.0,1.0,1,1,0,1,0.6446,18.615695,73.442758
V07971,Village_7910,Gwalior,Madhya Pradesh,25.913174138575943,77.70940620514828,17922,8763,9159,973,5007,Gwalior_Medical_Center,District Hospital,9,43,257,Yes,59.03,251.69,Poor,No,10,High,No,Yes,1619,12.0,1.0,1,0,0,1,0.8495,22.232102,74.048868
V07972,Village_2747,Varanasi,Uttar Pradesh,25.238775051667428,82.85739103356458,20839,10791,10048,2254,7143,Varanasi_Medical_Center,District Hospital,21,31,263,Yes,3.53,16.0,Poor,Yes,100,Low,No,No,1194,12.0,0.2,1,1,0,0,0.3892,20.366751,75.375711
V07973,Village_7188,Bhagalpur,Bihar,25.112716890249153,87.26735804930246,20841,10449,10392,1711,4829,Bhagalpur_Care_Center,District Hospital,26,41,121,Yes,36.17,121.62,Good,No,65,Medium,No,No,794,40.0,0.5,1,0,0,0,0.5842,18.297704,86.080095
V07974,Village_1165,Kota,Rajasthan,24.81526794119522,75.95425773686014,10398,5017,5381,986,2295,Kota_Medical_Center,District Hospital,8,25,166,No,59.01,133.44,Average,Yes,23,High,No,Yes,1097,25.0,1.0,0,1,0,1,0.6825,26.237277,81.375065
V07975,Village_5563,Jodhpur,Rajasthan,26.328157396260274,73.69266330962535,22334,11504,10830,1978,4331,Jodhpur_Medical_Center,CHC,24,31,194,No,9.24,28.95,Poor,Yes,100,Low,No,No,977,12.0,0.2,0,1,0,0,0.4146,25.159662,75.994037
V07976,Village_3013,Nashik,Maharashtra,20.405799082128638,73.55835679659745,2055,1011,1044,238,504,Nashik_Care_Center,District Hospital,24,69,261,No,18.2,72.48,Good,No,100,Low,No,No,3152,40.0,0.2,0,0,0,0,0.0694,26.719949,82.485345
V07977,Village_7262,Kanpur,Uttar Pradesh,26.68905592468387,80.1602821969355,17604,8644,8960,1846,4622,Kanpur_Health_Center,District Hospital,3,41,206,No,19.5,68.76,Average,No,76,Low,Yes,No,296,25.0,0.2,0,0,1,0,0.4061,25.986247,80.25246
V07978,Village_7270,Pune,Maharashtra,18.58580225587923,73.99091351450804,23214,11976,11238,2636,6947,Pune_Medical_Center,District Hospital,19,8,48,Yes,3.12,14.95,Average,No,100,Low,No,No,4418,25.0,0.2,1,0,0,0,0.4296,23.830782,82.245629
V07979,Village_8112,Patna,Bihar,25.333745701141073,85.77574750030335,8578,4436,4142,621,2125,Patna_Care_Center,District Hospital,14,63,25,No,38.65,126.73,Average,Yes,44,High,No,No,991,25.0,1.0,0,1,0,0,0.5885,18.234393,80.379465
V07980,Village_3249,Muzaffarpur,Bihar,26.23160312243826,84.90291040861726,18045,8895,9150,2157,5424,Muzaffarpur_Medical_Center,CHC,21,51,171,No,37.07,109.9,Average,Yes,65,Medium,No,No,2650,25.0,0.5,0,1,0,0,0.5366,23.060876,72.189753
V07981,Village_3920,Nagpur,Maharashtra,21.674221339564248,79.3994203774304,18715,9327,9388,1050,4225,Nagpur_Health_Center,PHC,25,32,184,No,8.79,25.13,Average,No,100,Low,No,No,1579,25.0,0.2,0,0,0,0,0.353,20.43138,79.376033
V07982,Village_1505,Nashik,Maharashtra,20.554781960702424,74.6005948030884,22268,10834,11434,2483,5791,Nashik_Medical_Center,CHC,12,50,191,Yes,10.52,21.32,Average,No,100,Low,No,No,702,25.0,0.2,1,0,0,0,0.4135,20.411181,87.317862
V07983,Village_7598,Nashik,Maharashtra,20.564511149700223,74.70576573192875,19761,9636,10125,1737,5004,Nashik_Medical_Center,PHC,14,39,110,No,28.05,107.18,Poor,No,64,Medium,No,No,393,12.0,0.5,0,0,0,0,0.5688,19.733698,84.739863
V07984,Village_8513,Gwalior,Madhya Pradesh,26.15292499237047,78.23534357224139,20820,10723,10097,1914,5736,Gwalior_Medical_Center,PHC,31,15,131,No,20.73,60.62,Good,Yes,100,Low,No,No,3150,40.0,0.2,0,1,0,0,0.3889,21.027778,77.434946
V07985,Village_7259,Kanpur,Uttar Pradesh,26.828429516868827,80.05052204730677,11137,5673,5464,1161,2885,Kanpur_Care_Center,PHC,33,23,236,No,10.05,25.26,Poor,No,100,Low,No,No,4313,12.0,0.2,0,0,0,0,0.224,19.358163,83.643554
V07986,Village_4923,Prayagraj,Uttar Pradesh,25.146151409079593,81.79572445387223,23731,11853,11878,1758,6041,Prayagraj_Medical_Center,District Hospital,7,11,119,Yes,12.55,48.1,Poor,Yes,88,Low,No,No,1833,12.0,0.2,1,1,0,0,0.4744,20.698872,80.542512
V07987,Village_3553,Nashik,Maharashtra,20.360578756625753,73.43132256610774,12177,6050,6127,1224,3585,Nashik_Care_Center,PHC,30,24,36,No,46.1,207.28,Poor,No,33,High,No,Yes,1511,12.0,1.0,0,0,0,1,0.6827,23.167303,79.648739
V07988,Village_6149,Gwalior,Madhya Pradesh,26.21842461901447,78.03602873162268,19202,9467,9735,1056,3599,Gwalior_Care_Center,PHC,18,70,228,No,34.02,155.98,Good,No,56,Medium,No,No,709,40.0,0.5,0,0,0,0,0.5833,23.17959,79.749502
